Model,NumStates,NumActions,NumTargets,NumSinks,NumUnknown,NumMaxActions,NumMaxTransitions,SmallestTransProb,NumProbActions,AvgNumActionsPerState,AvgNumTransPerState,AvgNumTransPerAction,NumMaxStates,NumMinStates,NumBackwardsTransitions,NumMECs,BiggestMEC,SmallestMEC,AvgMEC,MedianMEC,NumSCCs,BiggestSCC,SmallestSCC,AvgSCC,MaxSCCDepth,NumNonSingleton,SmallestSCCNonSing,AvgSccNonSing,NearestTarget,FurthestTarget,TargetDistanceAverage,TargetDistanceMedian,Prob0InSec,Prob1InSec,MECCompInSec,SCCCompInSec
coins, 19, 22, 9, 6, 4, 2, 2, 0.5, 4, 1.1578947, 1.3684211, 1.1818181, 19, 0, 0.07692308, 0, , , , , 19, 1, 1, 1.0, 5, 0, 0, 0.0, 4, 4, 4.0, 0.0, 0.001, 0.002, 0.006, 0.002
dice100, 554395, 736789, 78750, 246701, 228944, 2, 6, 0.16666666666666666, 182995, 1.3289964, 2.9793992, 2.2418413, 186595, 367800, 0.110423766, 0, , , , , 554395, 1, 1, 1.0, 403, 0, 0, 0.0, , , , , 54.016, 48.622, 1.509, 0.354
dice150, 1236595, 1645189, 174375, 550051, 512169, 2, 6, 0.16666666666666666, 409495, 1.3304186, 2.9861548, 2.2445226, 414895, 821700, 0.1106502, 0, , , , , 1236595, 1, 1, 1.0, 603, 0, 0, 0.0, , , , , 50.477, 59.898, 3.267, 0.563
dice50, 96295, 142489, 39750, 55701, 844, 2, 6, 0.16666666666666666, 595, 1.4797134, 1.5106081, 1.0208788, 48295, 48000, 0.0020211185, 0, , , , , 96295, 1, 1, 1.0, 153, 0, 0, 0.0, 2147483637, 0, NaN, 0.0, 2.831, 6.746, 0.212, 0.087
hallway10_10_1, 400000, 1008000, 400000, 0, 0, 5, 6, 0.01, 240000, 2.52, 4.472, 1.7746031, 240000, 160000, 0.44991055, 0, , , , , 2, 200000, 200000, 200000.0, 2, 2, 200000, 200000.0, , , , , 5.559, 5.543, 0.001, 0.709
hallway10_10_2, 400000, 1008000, 200000, 160000, 40000, 5, 6, 0.01, 240000, 2.52, 4.472, 1.7746031, 240000, 160000, 0.44991055, 0, , , , , 2, 200000, 200000, 200000.0, 2, 2, 200000, 200000.0, , , , , 0.261, 0.535, 0.05, 0.649
hallway15_15_1, 2025000, 5157000, 2025000, 0, 0, 5, 6, 0.01, 1215000, 2.5466666, 4.516444, 1.7734729, 1215000, 810000, 0.45237157, 0, , , , , 2, 1012500, 1012500, 1012500.0, 2, 2, 1012500, 1012500.0, , , , , 40.095, 39.614, 0.001, 8.517
hallway15_15_2, 2025000, 5157000, 1012500, 810000, 202500, 5, 6, 0.01, 1215000, 2.5466666, 4.516444, 1.7734729, 1215000, 810000, 0.45237157, 0, , , , , 2, 1012500, 1012500, 1012500.0, 2, 2, 1012500, 1012500.0, , , , , 0.655, 1.475, 0.824, 11.162
mdsm1, 62245, 83445, 32980, 1706, 27559, 2, 5, 0.0684, 37838, 1.3405896, 2.428195, 1.8112888, 14484, 47761, 0.0042873304, 0, , , , , 62240, 4, 1, 1.0000803341902313, 103, 2, 3, 3.5, , , , , 0.125, 2.985, 0.111, 0.111
mdsm2, 62245, 83445, 28716, 33529, 0, 2, 5, 0.0684, 37838, 1.3405896, 2.428195, 1.8112888, 18867, 43378, 0.0042873304, 0, , , , , 62240, 4, 1, 1.0000803341902313, 103, 2, 3, 3.5, , , , , 0.014, 0.026, 0.001, 0.056
prison_dil, 102, 137, 20, 56, 26, 3, 3, 0.3333333333333333, 8, 1.3431373, 1.5, 1.1167883, 93, 9, 0.3529412, 0, , , , , 102, 1, 1, 1.0, 9, 0, 0, 0.0, 2147483637, 0, NaN, 0.0, 0.002, 0.005, 0.005, 0.002
teamform3, 12476, 14936, 3686, 8790, 0, 3, 49, 0.02040816326530612, 7, 1.1971786, 1.2206637, 1.0196171, 4711, 7765, 0.0, 0, , , , , 12476, 1, 1, 1.0, 14, 0, 0, 0.0, 10, 12, 11.043956043956044, 11.0, 0.111, 0.124, 0.001, 0.022
teamform4, 96666, 115290, 30260, 66406, 0, 3, 49, 0.02040816326530612, 25, 1.1926634, 1.2048186, 1.0101917, 28461, 68205, 0.0, 0, , , , , 96666, 1, 1, 1.0, 17, 0, 0, 0.0, 12, 14, 13.015873015873016, 13.0, 0.22, 0.472, 0.001, 0.111
two_investors, 172240, 230767, 7795, 104669, 59776, 3, 8, 0.01, 63542, 1.3397992, 2.169467, 1.619248, 23411, 148829, 0.5122073, 0, , , , , 105481, 7502, 1, 1.6329007119765644, 23, 33, 165, 2024.0, 2147483637, 0, NaN, 0.0, 4.513, 5.429, 0.091, 0.208
